id;PRIX;Marque;MODELE;MOTEUR;ANNEE;CARBURANT;KILOMETRAGE;NoteConsommation;Fiabilite;DureeGarantie;Performance;CoteAttendue;Habitabilite
1681300531-500;21730;FORD;TRANSIT CUSTOM phase 2;2.0 ECOBLUE 105 TREND BUSINESS;2020;Diesel;159850;3.5;3;2;5;2;3
1681300531-501;27190;KIA;SPORTAGE IV phase 2;1.6 CRDI 136 BLACK EDITION;2022;Diesel;25865;3.5;3;2;5;2;3
1681300531-502;56850;VOLVO;XC40;1.5 T5 262 R-DESIGN;2021;Hybrides;31460;3.5;3;2;5;2;3
1681300531-503;17060;CITROEN;C3 AIRCROSS;1.2 PURETECH 110 FEEL;2019;Essence;86359;3.5;3;2;5;2;3
1681300531-504;41580;VOLVO;S90 II;2.0 D5 235 INSCRIPTION LUXE;2017;Diesel;40470;3.5;3;2;5;2;3
1681300531-505;29030;DACIA;DUSTER 2;1.3 TCE 150 PRESTIGE PLUS 4X4;2023;Essence;12;3.5;3;2;5;2;3
1681300531-506;38060;JAGUAR;E-PACE;2.0 D150 150 R-DYNAMIC SE;2020;Diesel;79480;3.5;3;2;5;2;3
1681300531-507;23110;DACIA;DUSTER II phase 2;1.5 DCI 115 PRESTIGE;2022;Diesel;33185;3.5;3;2;5;2;3
1681300531-508;30760;CITROEN;C4 (3E GENERATION);SHINE 1.2 PURETECH S&S 130CH AUTOMATIQUE;2023;Essence;11;3.5;3;2;5;2;3
1681300531-509;16070;RENAULT;SCENIC 4;IV 1.5 DCI 110 GPS+ATTELAGE;2017;Diesel;166980;3.5;3;2;5;2;3
1681300531-510;51150;AUDI;Q3 (2E GENERATION);Q3 45 TFSIE 245 CH S TRONIC 6;2022;Hybrides;5877;3.5;3;2;5;2;3
1681300533-511;24280;CITROEN;C3 III phase 2;1.2 PURETECH 110 SHINE;2023;Essence;171;3.5;3;2;5;2;3
1681300533-512;47190;VOLVO;XC60 II;2.0 D4 190 INSCRIPTION LUXE;2020;Diesel;54370;3.5;3;2;5;2;3
1681300533-513;22580;FIAT;500 II phase 2;1.0 HYBRID 70 DOLCEVITA;2023;Essence;574;3.5;3;2;5;2;3
1681300533-514;28230;CITROEN;C5 AIRCROSS;1.5 BLUEHDI 131 FEEL;2021;Diesel;78960;3.5;3;2;5;2;3
1681300533-515;181480;PORSCHE;CAYENNE III;4.0 V8 680 TURBO S E-HYBRID;2021;Hybrides;48950;3.5;3;2;5;2;3
1681300533-516;25360;HYUNDAI;TUCSON III phase 2;1.6 CRDI 136 CREATIVE;2020;Diesel;67182;3.5;3;2;5;2;3
1681300533-517;19530;RENAULT;ZOE;41kWh R90 92 BUSINESS;2020;electrique;32200;3.5;3;2;5;2;3
1681300533-518;100580;MERCEDES;GLE COUPE II;2.0 350 320 AMG LINE;2021;null;42930;3.5;3;2;5;2;3
1681300533-519;27010;PEUGEOT;208 II;1.2 PURETECH 100 GT;2022;Essence;26680;3.5;3;2;5;2;3
1681300533-520;36950;MERCEDES;CLASSE A IV;2.0 200 D 150 AMG LINE;2021;Diesel;64310;3.5;3;2;5;2;3
1681300533-521;16030;OPEL;CORSA VI;1.2 75 EDITION;2021;Essence;32172;3.5;3;2;5;2;3
1681300533-522;15160;CITROEN;C4 CACTUS;1.2 PURETECH 110 RIP CURL;2017;Essence;73687;3.5;3;2;5;2;3
1681300533-523;17670;NISSAN;QASHQAI 2;N-CONNECTA 1.2 DIG-T 115CH MANUELLE;2019;Essence;74707;3.5;3;2;5;2;3
1681300533-524;29140;HYUNDAI;KONA phase 2;39kWh ELECTRIQUE 136 INTUITIVE;2021;electrique;14040;3.5;3;2;5;2;3
1681300533-525;53980;JAGUAR;I-PACE;90kWh EV400 400 SE;2020;electrique;20515;3.5;3;2;5;3.5;3
1681300533-526;21050;RENAULT;KADJAR;1.5 DCI 110 GRAPHITE;2019;Diesel;111670;3.5;3;2;5;3.5;3
1681300533-527;30000;MAZDA;MX5 IV ST;2.0 SKYACTIV-G 184 SELECTION;2020;Essence;41994;3.5;3;2;5;2;3
1681300535-528;23160;PEUGEOT;208 II;1.2 PURETECH 100 STYLE;2023;Essence;164;3.5;3;2;5;2;3
1681300535-529;38460;NISSAN;QASHQAI 3;TEKNA + 1.3 DIG-T MHEV 158CH AUTOMATIQUE;2022;Hybrides;37778;3.5;3;2;5;2;3
1681300535-530;23880;FORD;FOCUS IV SW;1.0 ECOBOOST 125 ST LINE;2020;Essence;45810;3.5;3;2;5;2;3
1681300535-531;132390;PORSCHE;CAYENNE III COUPE;3.0 E-HYBRID 462;2021;Hybrides;25334;3.5;3;2;5;2;3
1681300535-532;227420;PORSCHE;911 TYPE 992 CABRIOLET;3.0 450;2020;Essence;22140;3.5;3;2;5;2;3
1681300535-533;18180;RENAULT;ZOE phase 2;52kWh R110 108 ZEN;2021;electrique;33288;3.5;3;2;5;3.5;3
1681300535-534;15790;OPEL;CROSSLAND X;1.2 110 DESIGN 120 ANS;2020;Essence;64081;3.5;3;2;5;3.5;3
1681300535-535;13180;VOLKSWAGEN;POLO VI;1.6 TDI 80 CONFORTLINE;2019;Diesel;161700;3.5;3;2;5;2;3
1681300535-536;26770;VOLKSWAGEN;TIGUAN II;2.0 TDI 150 SOUND;2019;Diesel;110977;3.5;3;2;5;3.5;3
1681300535-537;33750;BMW;SERIE 1 F20 5 PORTES phase 2;2.0 120D 190 M SPORT;2019;Diesel;70800;3.5;3;2;5;3.5;3
1681300535-538;39300;AUDI;A3 IV SPORTBACK;1.4 40 204 S LINE;2022;Hybrides;28662;3.5;3;2;5;2;3
1681300535-539;17640;DS;4 phase 2;1.6 BLUEHDI 120 CONNECTED CHIC;2018;Diesel;71447;3.5;3;2;5;2;3
1681300535-540;24360;NISSAN;QASHQAI II phase 2;1.5 DCI 115 TEKNA;2021;Diesel;57538;3.5;3;2;5;2;3
1681300535-541;44780;AUDI;A3 IV SPORTBACK;2.0 35 150 S LINE;2023;Diesel;20047;3.5;3;2;5;2;3
1681300535-542;70540;AUDI;Q5 II phase 2;2.0 50 299 S LINE;2022;Hybrides;35056;3.5;3;2;5;2;3
1681300535-543;35620;VOLKSWAGEN;PASSAT VIII SW phase 2;2.0 TDI 150 R-LINE;2021;Diesel;63331;3.5;3;2;5;2;3
1681300535-544;48270;BMW;SERIE 1 F40;BVA8 M135I XDRIVE 306 CH;2021;Essence;21645;3.5;3;2;5;2;3
1681300538-545;71950;DS;7 CROSSBACK;1.6 E-TENSE 300 PERFORMANCE LINE +;2023;Hybrides;9440;3.5;3;2;5;2;3
1681300538-546;79500;IVECO;DAILY 5;35C18H CAISSE FRIGO HAYON HT;2024;Diesel;212;3.5;3;2;5;2;3
1681300538-547;21580;PEUGEOT;208 II;1.2 PURETECH 100 ALLURE;2021;Essence;10889;3.5;3;2;5;2;3
1681300538-548;25330;DACIA;DUSTER II phase 2;1.3 TCE 130 PRESTIGE;2023;Essence;11;3.5;3;2;5;2;3
1681300538-549;16760;CITROEN;C3 (3E GENERATION);SHINE 1.2 PURETECH S&S 83CH MANUELLE;2022;Essence;14492;3.5;3;2;5;2;3
1681300538-550;14820;PEUGEOT;2008 phase 2;1.2 PURETECH 130 GT LINE;2018;Essence;110075;3.5;3;2;5;2;3
1681300538-551;17530;CITROEN;C3 III phase 2;1.2 PURETECH 83 FEEL PACK;2023;Essence;8188;3.5;3;2;5;2;3
1681300538-552;26380;PEUGEOT;3008 II;1.5 BLUEHDI 130 GT LINE;2019;Diesel;108458;3.5;3;2;5;2;3
1681300538-553;161150;PORSCHE;911 TYPE 991 phase 2;3.0 450 CARRERA GTS;2018;Essence;14235;3.5;3;2;5;2;3
1681300538-554;40100;JAGUAR;F-PACE;2.0 180 PORTFOLIO;2018;Diesel;70800;3.5;3;2;5;2;3
1681300538-555;89900;AUDI;E-TRON;408 AVUS EXTENDED;2021;electrique;31000;3.5;3;2;5;2;3
1681300538-556;19430;RENAULT;CLIO V;1.3 TCE 140 INTENS;2022;Essence;52201;3.5;3;2;5;2;3
1681300538-557;25200;CITROEN;C3 AIRCROSS phase 2;1.5 BLUEHDI 110 C-SERIES;2023;Diesel;47859;3.5;3;2;5;2;3
1681300538-558;41270;PEUGEOT;3008 II phase 2;1.2 PURETECH 130 GT;2023;Essence;12;3.5;3;2;5;2;3
1681300538-559;25830;FORD;PUMA II;1.0 ECOBOOST 125 ST-LINE X;2022;Essence;54957;3.5;3;2;5;2;3
1681300538-560;35070;DS;3 (2E GENERATION);1.2 PURETECH 100 PERFORMANCE LINE;2023;Essence;12311;3.5;3;2;5;2;3
1681300538-561;16230;RENAULT;CAPTUR phase 2;0.9 TCE 90 BUSINESS;2020;Essence;53653;3.5;3;2;5;2;3
1681300540-562;33460;HYUNDAI;IONIQ phase 2;1.6 HYBRID 141 EXECUTIVE;2023;Hybrides;7147;3.5;3;2;5;2;3
1681300540-563;41340;KIA;XCEED phase 2;1.6 CRDI 136 GT-LINE PREMIUM;2023;Diesel;7308;3.5;3;2;5;2;3
1681300540-564;21500;PEUGEOT;208 II;1.2 PURETECH 100 ALLURE;2020;Essence;32134;3.5;3;2;5;2;3
1681300540-565;42370;FORD;KUGA III;2.5 DURATEC 225 ST-LINE X;2021;Hybrides;63196;3.5;3;2;5;2;3
1681300540-566;26930;PEUGEOT;3008 II;1.5 BLUEHDI 130 ALLURE BUSINESS;2020;Diesel;123000;3.5;3;2;5;2;3
1681300540-567;32180;VOLKSWAGEN;TIGUAN II;2.0 TDI 150 IQ.DRIVE;2020;Diesel;93955;3.5;3;2;5;2;3
1681300540-568;16850;CITROEN;C3 III;1.2 PURETECH 82 FEEL BUSINESS;2020;Essence;47076;3.5;3;2;5;2;3
1681300540-569;21060;OPEL;CROSSLAND X;1.2 110 DESIGN 120 ANS;2020;Essence;52538;3.5;3;2;5;2;3
1681300540-570;32920;DS;3 CROSSBACK;50kWh E-TENSE 136 SO CHIC;2020;electrique;12627;3.5;3;2;5;2;3
1681300540-571;31300;AUDI;Q5 II;2.0 TDI 150 BUSINESS EXECUTIVE;2018;Diesel;91358;3.5;3;2;5;3.5;3
1681300540-572;41260;CITROEN;JUMPER 2;II (2) 2.2 JUMPER TOLE 33 L2H2 BLUEHDI 140 S&S BVM6 CONTROL;2023;Diesel;195;3.5;3;2;5;3.5;3
1681300540-573;180780;PORSCHE;CAYENNE III;4.0 V8 680 TURBO S;2021;Hybrides;36951;3.5;3;2;5;2;3
1681300540-574;115250;MERCEDES-AMG;GT;4.0 V8 510 AMG GT S;2017;Essence;64997;3.5;3;2;5;2;3
1681300540-575;25700;PEUGEOT;208 II;1.2 PURETECH 100 GT;2022;Essence;27060;3.5;3;2;5;2;3
1681300540-576;32450;VOLKSWAGEN;TIGUAN II;2.0 TDI 150 CARAT;2020;Diesel;45920;3.5;3;2;5;2;3
1681300540-577;27250;RENAULT;TRAFIC III COMBI;1.6 DCI 125 ZEN;2018;Diesel;122455;3.5;3;2;5;2;3
1681300540-578;27700;FORD;KUGA III;1.5 ECOBLUE 120 ST-LINE;2022;Diesel;70568;3.5;3;2;5;2;3
1681300542-579;24280;CITROEN;C3 III phase 2;1.2 PURETECH 110 SHINE;2023;Essence;171;3.5;3;2;5;3.5;3
1681300542-580;27700;CITROEN;C4 III;1.5 BLUEHDI 131 SHINE PACK;2022;Diesel;37928;3.5;3;2;5;3.5;3
1681300542-581;20690;RENAULT;CAPTUR II;1.0 TCE 100 BUSINESS;2021;Essence;22468;3.5;3;2;5;2;3
1681300542-582;26210;KIA;CEED 3;ACTIVE 1.5 T-GDI 160CH AUTOMATIQUE;2022;Essence;36976;3.5;3;2;5;3.5;3
1681300542-583;32060;AUDI;A4 ALLROAD II;2.0 TDI 190 DESIGN;2018;Diesel;143948;3.5;3;2;5;3.5;3
1681300542-584;31230;AUDI;A3 III SPORTBACK phase 2;III (2) SPORTBACK 1.6 TDI 116 SPORT;2020;Diesel;12350;3.5;3;2;5;2;3
1681300542-585;28300;SEAT;TARRACO;2.0 TDI 150 STYLE BUSINESS;2020;Diesel;114039;3.5;3;2;5;2;3
1681300542-586;16780;CITROEN;GRAND C4 PICASSO II;1.6 BLUEHDI 120 BUSINESS;2017;Diesel;93663;3.5;3;2;5;2;3
1681300542-587;21940;PEUGEOT;308 II phase 2;1.2 PURETECH 130 ALLURE;2019;Essence;80896;3.5;3;2;5;2;3
1681300542-588;52080;RENAULT;AUSTRAL;E-TECH HYBRID 200 ICONIC ESPRIT ALPINE;2023;Hybrides;66;3.5;3;2;5;2;3
1681300542-589;69010;BMW;X6 F16;3.0 XDRIVE30D 258 M SPORT;2019;Diesel;23985;3.5;3;2;5;2;3
1681300542-590;179680;PORSCHE;911 TYPE 992;3.0 450 CARRERA S;2020;Essence;43500;3.5;3;2;5;2;3
1681300542-591;17730;RENAULT;SCENIC IV;1.6 DCI 130 INTENS;2018;Diesel;70091;3.5;3;2;5;2;3
1681300542-592;15660;OPEL;CORSA VI;1.2 75 EDITION;2021;Essence;18257;3.5;3;2;5;2;3
1681300542-593;20480;RENAULT;CLIO 5;EQUILIBRE 1.0 TCE 90CH MANUELLE;2024;Essence;11;3.5;3;2;5;2;3
1681300542-594;41860;AUDI;Q5 II;2.0 TDI 190 DESIGN LUXE;2018;Diesel;118451;3.5;3;2;5;2;3
1681300542-595;64980;AUDI;Q3 (2E GENERATION);40 TDI 200 CH S TRONIC 7 QUATTRO S LINE;2022;Diesel;14258;3.5;3;2;5;2;3
1681300545-596;23160;PEUGEOT;208 II;1.2 PURETECH 100 STYLE;2023;Essence;164;3.5;3;2;5;2;3
1681300545-597;31300;AUDI;Q2;2.0 35 150 S LINE;2020;Diesel;113738;3.5;3;2;5;2;3
1681300545-598;393530;LAMBORGHINI;URUS;4.0 V8 650;2020;Essence;11231;3.5;3;2;5;2;3
1681300545-599;26020;ABARTH;500;595C E6D TEMP 1.4 TURBO 16V T-JET 165 CH BVM5 TURISMO;2020;Essence;78219;3.5;3;2;5;2;3
1681300545-600;29360;PEUGEOT;3008 II;1.5 BLUEHDI 130 ALLURE;2019;Diesel;66516;3.5;3;2;5;2;3
1681300545-601;19870;CITROEN;C4 CACTUS phase 2;1.2 PURETECH 110 SHINE;2020;Essence;76206;3.5;3;2;5;2;3
1681300545-602;55370;DS;7 CROSSBACK;1.6 E-TENSE 225 PERFORMANCE LINE+;2022;Hybrides;14101;3.5;3;2;5;2;3
1681300545-603;20500;FIAT;500 X phase 2;1.0 FFLY 120 CROSS;2022;Essence;45022;3.5;3;2;5;2;3
1681300545-604;18860;RENAULT;CLIO V;1.0 TCE 100 BUSINESS;2021;Essence;39766;3.5;3;2;5;2;3
1681300545-605;24450;DS;3 CROSSBACK;1.5 BLUEHDI 100 GRAND CHIC;2020;Diesel;66690;3.5;3;2;5;2;3
1681300545-606;34310;BMW;X2 F39;2.0 XDRIVE20D 190 M SPORT;2019;Diesel;76191;3.5;3;2;5;2;3
1681300545-607;31790;CITROEN;C5 AIRCROSS;1.6 PURETECH 181 SHINE;2022;Essence;55903;3.5;3;2;5;2;3
1681300545-608;17960;PEUGEOT;2008 phase 2;1.2 PURETECH 110 ALLURE;2019;Essence;29003;3.5;3;2;5;2;3
1681300545-609;32750;VOLKSWAGEN;TIGUAN II;2.0 TDI 150 CARAT;2020;Diesel;125656;3.5;3;2;5;2;3
1681300545-610;13560;RENAULT;CLIO IV phase 2;0.9 TCE 75 TREND;2020;Essence;50215;3.5;3;2;5;2;3
1681300545-611;13480;RENAULT;MEGANE IV ESTATE;1.5 DCI 110 BUSINESS;2019;Diesel;127235;3.5;3;2;5;2;3
1681300545-612;40310;HYUNDAI;TUCSON III phase 2;1.6 CRDI 136 EXECUTIVE;2021;Diesel;23435;3.5;3;2;5;2;3
1681300547-613;26410;CITROEN;C3 III phase 2;1.2 PURETECH 110 SHINE;2023;Essence;186;3.5;3;2;5;2;3
1681300547-614;23960;DS;3 CROSSBACK;1.5 BLUEHDI 100 SO CHIC;2021;Diesel;29017;3.5;3;2;5;2;3
1681300547-615;28870;BMW;X1 F48;2.0 XDRIVE20I 192 XLINE;2017;Essence;74370;3.5;3;2;5;2;3
1681300547-616;31700;VOLKSWAGEN;T-CROSS;LIFE TECH 1.0 TSI 110CH AUTOMATIQUE;2023;Essence;12;3.5;3;2;5;2;3
1681300547-617;16810;RENAULT;TALISMAN ESTATE;1.6 DCI 130 BUSINESS;2017;Diesel;140815;3.5;3;2;5;3.5;3
1681300547-618;32860;CITROEN;JUMPY III FOURGON;2.0 BLUEHDI 122 DRIVER;2022;Diesel;62000;3.5;3;2;5;3.5;3
1681300547-619;29280;DACIA;DUSTER 2;1.3 TCE 150 PRESTIGE PLUS 4X4;2023;Essence;12;3.5;3;2;5;2;3
1681300547-620;99070;BMW;SERIE 8 G14 CABRIOLET;3.0 840DA 320 M SPORT;2020;Diesel;66836;3.5;3;2;5;2;3
1681300547-621;87710;MASERATI;LEVANTE;3.0 V6 430 S;2018;Essence;65392;3.5;3;2;5;2;3
1681300547-622;21330;OPEL;CORSA VI;1.2 100 GS LINE;2022;Essence;47935;3.5;3;2;5;2;3
1681300547-623;44380;PEUGEOT;3008 (2E GENERATION);1.5 BLUEHDI S&S 130 EAT8 II GT PHASE 2;2023;Diesel;24262;3.5;3;2;5;2;3
1681300547-624;28380;PEUGEOT;208 II;1.2 PURETECH 130 GT LINE;2022;Essence;16360;3.5;3;2;5;2;3
1681300547-625;9580;CITROEN;C1 II;1.0 VTI 72 FEEL;2020;Essence;26924;3.5;3;2;5;3.5;3
1681300547-626;17190;PEUGEOT;208 phase 2;1.2 PURETECH 82 SIGNATURE;2020;Essence;57424;3.5;3;2;5;3.5;3
1681300547-627;19820;CITROEN;C3 AIRCROSS;1.2 PURETECH 110 SHINE;2020;Essence;70665;3.5;3;2;5;2;3
1681300547-628;37620;PEUGEOT;5008 II phase 2;1.2 PURETECH 130 ALLURE;2022;Essence;16872;3.5;3;2;5;3.5;3
1681300547-629;29020;DS;7 CROSSBACK;1.5 BLUEHDI 130 EXECUTIVE;2019;Diesel;111485;3.5;3;2;5;3.5;3
1681300550-630;33460;HYUNDAI;IONIQ phase 2;1.6 HYBRID 141 EXECUTIVE;2023;Hybrides;7147;3.5;3;2;5;2;3
1681300550-631;13900;CITROEN;C3 III;1.2 PURETECH 68 FEEL;2020;Essence;73173;3.5;3;2;5;2;3
1681300550-632;41740;VOLKSWAGEN;GOLF VIII GTI;2.0 TSI 245 GTI;2021;Essence;51164;3.5;3;2;5;2;3
1681300550-633;58830;MERCEDES;CLASSE C IV AMG;4.0 63 510 AMG S;2017;Essence;88575;3.5;3;2;5;2;3
1681300550-634;38570;PEUGEOT;2008 (2E GENERATION);GT PACK 1.5 BLUEHDI 130CH AUTOMATIQUE;2023;Diesel;12;3.5;3;2;5;2;3
1681300550-635;24840;AUDI;A4 V AVANT;2.0 TDI 150 BUSINESS LINE;2020;Diesel;129747;3.5;3;2;5;2;3
1681300550-636;21040;RENAULT;CLIO V;1.0 TCE 90 ZEN;2022;Essence;44471;3.5;3;2;5;2;3
1681300550-637;66500;BMW;SERIE 5 G30;4.4 M550IA 462;2019;Essence;96747;3.5;3;2;5;2;3
1681300550-638;115140;PORSCHE;CAYENNE III COUPE;3.0 E-HYBRID 462;2020;Hybrides;69221;3.5;3;2;5;2;3
1681300550-639;49820;SKODA;SUPERB III phase 2;1.4 TSI 218 LAURIN & KLEMENT;2023;Hybrides;7840;3.5;3;2;5;2;3
1681300550-640;49540;VOLKSWAGEN;GOLF VIII;2.0 TDI 200 GTD;2022;Diesel;15104;3.5;3;2;5;2;3
1681300550-641;32220;MERCEDES;CLASSE B III;1.5 180 D 116 STYLE LINE EDITION;2020;Diesel;73842;3.5;3;2;5;2;3
1681300550-642;19040;TOYOTA;YARIS IV;1.5 VVT-I 120 FRANCE;2022;Essence;7637;3.5;3;2;5;2;3
1681300550-643;39320;VOLVO;XC40;2.0 D3 150 INSCRIPTION;2021;Diesel;55780;3.5;3;2;5;2;3
1681300550-644;30230;PEUGEOT;208 II;1.2 PURETECH 100 GT;2024;Essence;12;3.5;3;2;5;2;3
1681300550-645;30430;TOYOTA;COROLLA XII TOURING SPORTS phase 2;1.8 HYBRIDE 98 DYNAMIC BUSINESS + PROGRAMME BEYOND ZERO ACADEMY;2024;Hybrides;495;3.5;3;2;5;2;3
1681300550-646;37150;FIAT;500 C III;118 ICONE PLUS '2021';2024;electrique;54;3.5;3;2;5;2;3
1681300552-647;24280;CITROEN;C3 III phase 2;1.2 PURETECH 110 SHINE;2023;Essence;171;3.5;3;2;5;2;3
1681300552-648;40570;BMW;X1 F48 phase 2;2.0 SDRIVE20D 190 BUSINESS DESIGN;2021;Diesel;52827;3.5;3;2;5;2;3
1681300552-649;36550;OPEL;MOKKA II;50kWh ELECTRIQUE 136 ELEGANCE;2024;electrique;6360;3.5;3;2;5;2;3
1681300552-650;32900;VOLKSWAGEN;T-CROSS;LIFE TECH 1.0 TSI 110CH AUTOMATIQUE;2024;Essence;12;3.5;3;2;5;2;3
1681300552-651;33460;SEAT;LEON IV;1.5 ETSI 150 FR;2022;Essence;36204;3.5;3;2;5;2;3
1681300552-652;41190;PEUGEOT;BOXER II phase 2;2.2 BLUEHDI 140 PRO;2023;Diesel;230;3.5;3;2;5;2;3
1681300552-653;232990;PORSCHE;911 TYPE 992;3.0 450 CARRERA S;2021;Essence;12648;3.5;3;2;5;2;3
1681300552-654;27840;MERCEDES;CLASSE C IV SW;1.6 180 D 116 SPORTLINE;2018;Diesel;108013;3.5;3;2;5;2;3
1681300552-655;42920;AUDI;A3 IV SPORTBACK;1.4 40 204 S LINE;2022;Hybrides;6878;3.5;3;2;5;2;3
1681300552-656;20610;SEAT;ARONA;1.6 TDI 95 STYLE;2020;Diesel;34695;3.5;3;2;5;2;3
1681300552-657;53300;TESLA;MODEL S phase 2;75kWh 320;2017;electrique;77556;3.5;3;2;5;2;3
1681300552-658;31310;CITROEN;C4 (3E GENERATION);SHINE 1.2 PURETECH S&S 130CH AUTOMATIQUE;2023;Essence;11;3.5;3;2;5;2;3
1681300552-659;30340;MINI;MINI 3 5P;COOPER 1.5 136CH AUTOMATIQUE;2023;Essence;14911;3.5;3;2;5;2;3
1681300552-660;307290;PORSCHE;911 TYPE 992 TURBO;3.8 650 TURBO S;2021;Essence;8692;3.5;3;2;5;2;3
1681300552-661;32980;RENAULT;SCENIC IV;1.3 TCE 140 EVOLUTION;2023;Essence;9000;3.5;3;2;5;2;3
1681300552-662;27620;PEUGEOT;208 II;1.2 PURETECH 130 ALLURE PACK;2023;Essence;5;3.5;3;2;5;2;3
1681300552-663;32850;PEUGEOT;5008 II;1.5 BLUEHDI 130 ALLURE BUSINESS;2018;Diesel;91760;3.5;3;2;5;3.5;3
1681300555-664;23160;PEUGEOT;208 II;1.2 PURETECH 100 STYLE;2023;Essence;164;3.5;3;2;5;3.5;3
1681300555-665;34780;CITROEN;C5 AIRCROSS;2.0 BLUEHDI 178 SHINE;2021;Diesel;54367;3.5;3;2;5;2;3
1681300555-666;44980;AUDI;TT III phase 2;2.0 40 197 S LINE;2020;Essence;69245;3.5;3;2;5;2;3
1681300555-667;47080;AUDI;Q3 II SPORTBACK;2.0 35 150 S LINE;2021;Diesel;77127;3.5;3;2;5;2;3
1681300555-668;31300;FORD;PUMA 2;1.0 ECOBOOST 125 CH MHEV S&S POWERSHIFT ST-LINE X;2023;Hybrides;1;3.5;3;2;5;2;3
1681300555-669;24070;FORD;KUGA II phase 2;1.5 ECOBOOST 120 TITANIUM;2020;Essence;57642;3.5;3;2;5;2;3
1681300555-670;56690;BMW;SERIE 4 G26 GRAN COUPE;2.0 420I 184 M SPORT;2023;Essence;35732;3.5;3;2;5;2;3
1681300555-671;30370;PEUGEOT;2008 II;1.2 PURETECH 130 GT LINE;2021;Essence;55985;3.5;3;2;5;3.5;3
1681300555-672;39570;AUDI;Q3 II;2.0 40 190 S LINE;2020;Diesel;91932;3.5;3;2;5;3.5;3
1681300555-673;19700;BMW;SERIE 1 F20 5 PORTES;(F21/F20) 116DA 116CH BUSINESS 5P;2017;Diesel;97595;3.5;3;2;5;2;3
1681300555-674;141480;BMW;SERIE 3 G80 M3;3.0 510 M3 COMPETITION;2022;Essence;35400;3.5;3;2;5;3.5;3
1681300555-675;18880;MINI;MINI 3 5P;5 PORTES ONE 102CH 114G;2020;Essence;59660;3.5;3;2;5;3.5;3
1681300555-676;20680;NISSAN;QASHQAI II phase 2;1.6 DCI 130 N-CONNECTA;2019;Diesel;54352;3.5;3;2;5;2;3
1681300555-677;15330;KIA;RIO 4;ACTIVE 1.25 CVVT 84CH MANUELLE;2021;Essence;21506;3.5;3;2;5;2;3
1681300555-678;33180;VOLKSWAGEN;T-ROC;1.5 TSI 150 ACTIVE;2022;Essence;65371;3.5;3;2;5;2;3
1681300555-679;34390;SKODA;KAROQ phase 2;1.5 TSI 150 SPORTLINE;2022;Essence;56217;3.5;3;2;5;2;3
1681300555-680;21070;OPEL;CORSA VI;1.2 100 GS LINE;2022;Essence;35813;3.5;3;2;5;2;3
1681300557-681;71950;DS;7 CROSSBACK;1.6 E-TENSE 300 PERFORMANCE LINE +;2023;Hybrides;9440;3.5;3;2;5;2;3
1681300557-682;19220;OPEL;CORSA VI;1.2 100 ELEGANCE;2022;Essence;71672;3.5;3;2;5;2;3
1681300557-683;37190;OPEL;GRANDLAND X;1.6 HYBRID 224 ELITE;2021;Hybrides;27673;3.5;3;2;5;2;3
1681300557-684;13540;CITROEN;C3 III;1.6 BLUEHDI 75 FEEL;2019;Diesel;50017;3.5;3;2;5;2;3
1681300557-685;58620;VOLKSWAGEN;TRANSPORTER 6;TRANSPORTER 6.1 PROCAB L1 2.0 TDI 150 DSG7 BUSINESS PLUS;2023;Diesel;2990;3.5;3;2;5;2;3
1681300557-686;20870;RENAULT;CLIO 5;INTENS 1.0 TCE 100CH MANUELLE;2021;Essence;21841;3.5;3;2;5;2;3
1681300557-687;39220;MERCEDES;CLASSE A 4;200 A200 163 AMG LINE 8G-DCT;2023;Essence;15587;3.5;3;2;5;2;3
1681300557-688;22580;PEUGEOT;208 II;1.2 PURETECH 100 ALLURE PACK;2022;Essence;48884;3.5;3;2;5;2;3
1681300557-689;11110;RENAULT;TWINGO III phase 2;1.0 SCE 75 ZEN;2021;Essence;58300;3.5;3;2;5;2;3
1681300557-690;177010;PORSCHE;911 TYPE 992;3.0 385 CARRERA;2021;Essence;29159;3.5;3;2;5;2;3
1681300557-691;16360;VOLKSWAGEN;POLO V phase 2;1.0 TSI 95;2018;Essence;60255;3.5;3;2;5;2;3
1681300557-692;20040;VOLKSWAGEN;T-CROSS;1.0 TSI 115 LOUNGE;2020;Essence;106663;3.5;3;2;5;2;3
1681300557-693;26430;VOLKSWAGEN;GOLF VII phase 2;1.4 TSI 125 SOUND;2018;Essence;50676;3.5;3;2;5;2;3
1681300557-694;58290;MERCEDES;CLASSE E V COUPE;2.0 300 245 FASCINATION;2019;Essence;30850;3.5;3;2;5;2;3
1681300557-695;30780;VOLKSWAGEN;TIGUAN II;2.0 TDI 150 CARAT EXCLUSIVE;2020;Diesel;95157;3.5;3;2;5;2;3
1681300557-696;14870;CITROEN;C3 III phase 2;1.2 PURETECH 83 FEEL PACK;2022;Essence;54035;3.5;3;2;5;2;3
1681300557-697;28010;CITROEN;C3 AIRCROSS;SHINE 1.2 PURETECH 130CH AUTOMATIQUE;2023;Essence;11;3.5;3;2;5;2;3
1681300559-698;33460;HYUNDAI;IONIQ phase 2;1.6 HYBRID 141 EXECUTIVE;2023;Hybrides;7147;3.5;3;2;5;2;3
1681300559-699;206940;PORSCHE;911 TYPE 992;3.0 450 CARRERA S;2021;Essence;22015;3.5;3;2;5;2;3
